0 0.116763
100 0.864445
200 0.954899
300 0.993736
400 0.997494
500 0.998246
600 0.997494
700 0.997745
800 0.996993
900 0.998497
1000 0.998246
1100 0.997745
1200 0.997494
1300 0.996993
1400 0.997745
1500 0.997244
1600 0.996242
1700 0.997995
1800 0.996993
1900 0.998497
2000 0.998246
2100 0.998246
2200 0.997995
2300 0.998497
2400 0.996743
2500 0.997995
2600 0.997494
2700 0.997745
2800 0.997745
2900 0.998246
3000 0.996743
3100 0.997745
3200 0.997995
3300 0.997995
3400 0.997494
3500 0.997995
3600 0.997494
3700 0.998246
3800 0.997995
3900 0.997745
4000 0.997745
4100 0.997745
4200 0.997745
4300 0.998246
4400 0.997745
4500 0.997995
4600 0.997494
4700 0.997244
4800 0.997745
4900 0.997244
