0 0.127537
100 0.783012
200 0.875219
300 0.982461
400 0.993235
500 0.994738
600 0.995991
700 0.997244
800 0.997995
900 0.997995
1000 0.997995
1100 0.997745
1200 0.997995
1300 0.997494
1400 0.996993
1500 0.998246
1600 0.998246
1700 0.998246
1800 0.997745
1900 0.997494
2000 0.997745
2100 0.997244
2200 0.998246
2300 0.997244
2400 0.996242
2500 0.997745
2600 0.997745
2700 0.997745
2800 0.997745
2900 0.996242
3000 0.997494
3100 0.996242
3200 0.997995
3300 0.998497
3400 0.996743
3500 0.997995
3600 0.998246
3700 0.997995
3800 0.997745
3900 0.998246
4000 0.997995
4100 0.997494
4200 0.997995
4300 0.998246
4400 0.997995
4500 0.997244
4600 0.996743
4700 0.997494
4800 0.996993
4900 0.997494
5000 0.997745
5100 0.998246
5200 0.997995
5300 0.995991
5400 0.997244
5500 0.997494
5600 0.996242
5700 0.997244
5800 0.998246
5900 0.997745
6000 0.997244
6100 0.997995
6200 0.997244
6300 0.997995
6400 0.997745
6500 0.997745
6600 0.997995
6700 0.996743
6800 0.997244
6900 0.996743
7000 0.997244
7100 0.998246
7200 0.997745
7300 0.996993
7400 0.997745
7500 0.997995
7600 0.997745
7700 0.996993
7800 0.998246
7900 0.994237
8000 0.997244
8100 0.997745
8200 0.998497
8300 0.997244
8400 0.998497
8500 0.997244
8600 0.997745
8700 0.997745
8800 0.998246
8900 0.998246
9000 0.997745
9100 0.996492
9200 0.997494
9300 0.997995
9400 0.997995
9500 0.998246
9600 0.997995
9700 0.998246
9800 0.997995
9900 0.997995
10000 0.996993
