0 0.051115
100 0.808319
200 0.864194
300 0.891756
400 0.929341
500 0.943122
600 0.952894
700 0.976447
800 0.987221
900 0.993736
1000 0.994989
1100 0.996993
1200 0.996242
1300 0.996242
1400 0.997244
1500 0.997745
1600 0.994989
1700 0.99549
1800 0.995991
1900 0.996993
2000 0.998246
2100 0.996743
2200 0.997745
2300 0.994738
2400 0.997244
2500 0.997494
2600 0.997745
2700 0.993986
2800 0.995239
2900 0.994237
3000 0.990479
3100 0.996743
3200 0.993736
3300 0.984465
3400 0.996743
3500 0.996242
3600 0.993235
3700 0.99574
3800 0.992483
3900 0.994237
4000 0.998246
4100 0.994237
4200 0.992233
4300 0.983463
4400 0.985968
4500 0.997244
4600 0.997244
4700 0.996242
4800 0.99574
4900 0.98221
5000 0.99574
5100 0.996492
5200 0.996242
5300 0.996993
5400 0.996743
5500 0.993736
5600 0.993235
5700 0.99574
5800 0.992483
5900 0.990228
6000 0.995991
6100 0.993986
6200 0.995239
6300 0.992734
6400 0.992233
6500 0.992233
6600 0.996492
6700 0.991982
6800 0.996743
6900 0.994989
7000 0.994488
7100 0.996492
7200 0.994237
7300 0.996743
7400 0.996743
7500 0.979203
7600 0.991982
7700 0.991481
7800 0.996242
7900 0.99574
8000 0.992984
8100 0.996743
8200 0.98672
8300 0.99549
8400 0.989226
8500 0.995991
8600 0.994237
8700 0.99123
8800 0.995239
8900 0.992233
9000 0.994738
9100 0.995991
9200 0.997244
9300 0.981458
9400 0.997244
9500 0.99574
9600 0.995239
9700 0.993986
9800 0.99098
9900 0.996743
