0 0.0987221
100 0.700827
200 0.78652
300 0.82661
400 0.811325
500 0.873465
600 0.878978
700 0.905788
800 0.911802
900 0.883989
1000 0.94212
1100 0.960661
1200 0.972689
1300 0.978451
1400 0.985718
1500 0.985467
1600 0.990228
1700 0.991982
1800 0.990228
1900 0.992984
2000 0.993986
2100 0.994738
2200 0.99549
2300 0.994738
2400 0.994488
2500 0.993235
2600 0.995239
2700 0.996242
2800 0.99574
2900 0.99574
3000 0.996242
3100 0.996743
3200 0.996242
3300 0.995991
3400 0.995991
3500 0.99549
3600 0.993736
3700 0.996993
3800 0.995991
3900 0.996492
4000 0.996492
4100 0.997244
4200 0.996242
4300 0.996743
4400 0.994738
4500 0.996242
4600 0.997244
4700 0.996743
4800 0.996743
4900 0.996242
5000 0.996743
5100 0.996492
5200 0.996242
5300 0.996993
5400 0.997244
5500 0.996743
5600 0.996743
5700 0.995991
5800 0.997244
5900 0.997494
6000 0.996993
6100 0.996743
6200 0.997244
6300 0.997745
6400 0.997244
6500 0.997745
6600 0.997745
6700 0.996492
6800 0.997494
6900 0.997244
7000 0.997745
7100 0.997244
7200 0.997494
7300 0.996743
7400 0.997494
7500 0.997494
7600 0.997244
7700 0.997745
7800 0.997494
7900 0.997745
8000 0.997745
8100 0.997745
8200 0.997244
8300 0.997244
8400 0.996993
8500 0.996492
8600 0.997244
8700 0.997244
8800 0.997244
8900 0.997494
9000 0.996993
9100 0.996743
9200 0.997494
9300 0.997244
9400 0.997494
9500 0.997494
9600 0.997494
9700 0.997494
9800 0.997745
9900 0.997995
10000 0.997745
10100 0.996743
10200 0.997745
10300 0.997494
10400 0.997745
10500 0.997494
10600 0.997494
10700 0.997745
10800 0.997494
10900 0.997745
11000 0.997745
11100 0.996993
11200 0.997745
11300 0.997494
11400 0.997995
11500 0.997995
11600 0.99549
11700 0.997745
11800 0.996993
11900 0.997995
12000 0.997995
12100 0.989476
12200 0.997995
12300 0.997244
12400 0.997745
12500 0.997244
12600 0.996743
12700 0.997745
12800 0.997745
12900 0.997745
13000 0.997995
13100 0.996743
13200 0.997745
13300 0.997995
13400 0.997745
13500 0.997995
13600 0.996242
13700 0.997995
13800 0.997745
13900 0.997995
14000 0.997995
14100 0.997745
14200 0.997995
14300 0.997494
14400 0.997995
14500 0.997995
14600 0.997244
14700 0.997995
14800 0.997494
14900 0.997995
15000 0.997995
15100 0.997494
15200 0.997745
15300 0.996242
15400 0.997995
15500 0.997745
15600 0.997995
15700 0.997995
15800 0.997244
15900 0.997995
16000 0.997745
16100 0.997995
16200 0.997745
16300 0.997745
16400 0.997995
16500 0.997995
16600 0.997745
16700 0.997745
16800 0.996993
16900 0.997995
17000 0.997995
17100 0.997745
17200 0.997995
17300 0.997745
17400 0.997745
17500 0.997995
17600 0.997995
17700 0.997244
17800 0.997745
17900 0.997745
18000 0.997995
18100 0.997494
18200 0.997244
18300 0.997494
18400 0.997995
18500 0.997494
18600 0.997244
18700 0.997995
18800 0.997494
18900 0.997745
19000 0.997995
19100 0.997494
19200 0.997745
19300 0.997995
19400 0.997995
19500 0.997995
19600 0.997745
19700 0.997995
19800 0.997494
19900 0.997745
20000 0.997745
20100 0.997494
20200 0.997745
20300 0.997494
20400 0.997244
20500 0.997995
20600 0.997745
20700 0.997745
20800 0.997995
20900 0.997745
21000 0.997745
21100 0.997745
21200 0.997494
21300 0.997745
21400 0.997745
21500 0.997995
21600 0.996492
21700 0.994738
21800 0.997494
21900 0.997995
22000 0.997494
22100 0.996993
22200 0.997494
22300 0.997995
22400 0.997745
22500 0.997995
22600 0.997995
22700 0.997494
22800 0.997995
22900 0.997745
23000 0.997995
23100 0.997244
23200 0.997745
23300 0.997745
23400 0.997244
23500 0.997995
23600 0.997995
23700 0.994738
23800 0.997745
23900 0.997494
24000 0.997995
24100 0.997995
24200 0.997745
24300 0.997745
24400 0.997745
24500 0.996993
24600 0.997745
24700 0.997745
24800 0.997745
24900 0.997494
25000 0.997995
