0 0.108244
100 0.856928
200 0.974192
300 0.994738
400 0.997745
500 0.998246
600 0.997995
700 0.997995
800 0.997995
900 0.997494
1000 0.997745
1100 0.998497
1200 0.997745
1300 0.997494
1400 0.997494
1500 0.997494
1600 0.997745
1700 0.997745
1800 0.996993
1900 0.998246
2000 0.996743
2100 0.997995
2200 0.998246
2300 0.997745
2400 0.997995
2500 0.997244
2600 0.997995
2700 0.997995
2800 0.996993
2900 0.997995
3000 0.997745
3100 0.997995
3200 0.997745
3300 0.998246
3400 0.997995
3500 0.997745
3600 0.998246
3700 0.996993
3800 0.996743
3900 0.996993
4000 0.996492
4100 0.997244
4200 0.996492
4300 0.997745
4400 0.996743
4500 0.997244
4600 0.998246
4700 0.997995
4800 0.997745
4900 0.997995
5000 0.997995
5100 0.997995
5200 0.998497
5300 0.998497
5400 0.997244
5500 0.997745
5600 0.998246
5700 0.996993
5800 0.997494
5900 0.996993
6000 0.997494
6100 0.997745
6200 0.997244
6300 0.99549
6400 0.998246
6500 0.997244
6600 0.997745
6700 0.998246
6800 0.997244
6900 0.997995
7000 0.996743
7100 0.997995
7200 0.997745
7300 0.996993
7400 0.996993
7500 0.997244
7600 0.997995
7700 0.997494
7800 0.997745
7900 0.998246
8000 0.997995
8100 0.997745
8200 0.997995
8300 0.998246
8400 0.998246
8500 0.998246
8600 0.998246
8700 0.998246
8800 0.997745
8900 0.994989
9000 0.997494
9100 0.998246
9200 0.992483
9300 0.997494
9400 0.997745
9500 0.997745
9600 0.996743
9700 0.997244
9800 0.997745
9900 0.995239
10000 0.997995
